"","x"
"12261",3
"12262",3
"12263",3
"12264",3
"12265",3
"12266",3
"12267",3
"12268",3
"12269",3
"12270",3
"12271",3
"12272",3
"12273",3
"12274",3
"12275",3
"12276",3
"12277",3
"12278",3
"12279",3
"12280",3
"12281",3
"12282",3
"12283",3
"12284",3
"12285",3
"12286",3
"12287",3
"12288",3
"12289",3
"12290",3
"12291",3
"12292",3
"12293",3
"12294",3
"12295",3
"12296",3
"12297",3
"12298",3
"12299",3
"12300",3
"12301",3
"12302",3
"12303",3
"12304",3
"12305",3
"12306",3
"12307",3
"12308",3
"12309",3
"12310",3
"12311",3
"12312",3
"12313",3
"12314",3
"12315",3
"12316",3
"12317",3
"12318",3
"12319",3
"12320",3
"12321",3
"12322",3
"12323",3
"12324",3
"12325",3
"12326",3
"12327",3
"12328",3
"12329",3
"12330",3
"12331",3
"12332",3
"12333",3
"12334",3
"12335",3
"12336",3
"12337",3
"12338",3
"12339",3
"12340",3
"12341",3
"12342",3
"12343",3
"12344",3
"12345",3
"12346",3
"12347",3
"12348",3
"12349",3
"12350",3
"12351",3
"12352",3
"12353",3
"12354",3
"12355",3
"12356",3
"12357",3
"12358",3
"12359",3
"12360",3
"12361",3
"12362",3
"12363",3
"12364",3
"12365",3
"12366",3
"12367",3
"12368",3
"12369",3
"12370",3
"12371",3
"12372",3
"12373",3
"12374",3
"12375",3
"12376",3
"12377",3
"12378",3
"12379",3
"12380",3
"12381",3
"12382",3
"12383",3
"12384",3
"12385",3
"12386",3
"12387",3
"12388",3
"12389",3
"12390",3
"12391",3
"12392",3
"12393",3
"12394",3
"12395",3
"12396",3
"12397",3
"12398",3
"12399",3
"12400",3
"12401",3
"12402",3
"12403",3
"12404",3
"12405",3
"12406",3
"12407",3
"12408",3
"12409",3
"12410",3
"12411",3
"12412",3
"12413",3
"12414",3
"12415",3
"12416",3
"12417",3
"12418",3
"12419",3
"12420",3
"12421",3
"12422",3
"12423",3
"12424",3
"12425",3
"12426",3
"12427",3
"12428",3
"12429",3
"12430",3
"12431",3
"12432",3
"12433",3
"12434",3
"12435",3
"12436",3
"12437",3
"12438",3
"12439",3
"12440",3
"12441",3
"12442",3
"12443",3
"12444",3
"12445",3
"12446",3
"12447",3
"12448",3
"12449",3
"12450",3
"12451",3
"12452",3
"12453",3
"12454",3
"12455",3
"12456",3
"12457",3
"12458",3
"12459",3
"12460",3
"12461",3
"12462",3
"12463",3
"12464",3
"12465",3
"12466",3
"12467",3
"12468",3
"12469",3
"12470",3
"12471",3
"12472",3
"12473",3
"12474",3
"12475",3
"12476",3
"12477",3
"12478",3
"12479",3
"12480",3
"12481",3
"12482",3
"12483",3
"12484",3
"12485",3
"12486",3
"12487",3
"12488",3
"12489",3
"12490",3
"12491",3
"12492",3
"12493",3
"12494",3
"12495",3
"12496",3
"12497",3
"12498",3
"12499",3
"12500",3
"12501",3
"12502",3
"12503",3
"12504",3
"12505",3
"12506",3
"12507",3
"12508",3
"12509",3
"12510",3
"12511",3
"12512",3
"12513",3
"12514",3
"12515",3
"12516",3
"12517",3
"12518",3
"12519",3
"12520",3
"12521",3
"12522",3
"12523",3
"12524",3
"12525",3
"12526",3
"12527",3
"12528",3
"12529",3
"12530",3
"12531",3
"12532",3
"12533",3
"12534",3
"12535",3
"12536",3
"12537",3
"12538",3
"12539",3
"12540",3
"12541",3
"12542",3
"12543",3
"12544",3
"12545",3
"12546",3
"12547",3
"12548",3
"12549",3
"12550",3
"12551",3
"12552",3
"12553",3
"12554",3
"12555",3
"12556",3
"12557",3
"12558",3
"12559",3
"12560",3
"12561",3
"12562",3
"12563",3
"12564",3
"12565",3
"12566",3
"12567",3
"12568",3
"12569",3
"12570",3
"12571",3
"12572",3
"12573",3
"12574",3
"12575",3
"12576",3
"12577",3
"12578",3
"12579",3
"12580",3
"12581",3
"12582",3
"12583",3
"12584",3
"12585",3
"12586",3
"12587",3
"12588",3
"12589",3
"12590",3
"12591",3
"12592",3
"12593",3
"12594",3
"12595",3
"12596",3
"12597",3
"12598",3
"12599",3
"12600",3
"12601",3
"12602",3
"12603",3
"12604",3
"12605",3
"12606",3
"12607",3
"12608",3
"12609",3
"12610",3
"12611",3
"12612",3
"12613",3
"12614",3
"12615",3
"12616",3
"12617",3
"12618",3
"12619",3
"12620",3
"12621",3
"12622",3
"12623",3
"12624",3
"12625",3
"12626",3
"12627",3
"12628",3
"12629",3
"12630",3
"12631",3
"12632",3
"12633",3
"12634",3
"12635",3
"12636",3
"12637",3
"12638",3
"12639",3
"12640",3
"12641",3
"12642",3
"12643",3
"12644",3
"12645",3
"12646",3
"12647",3
"12648",3
"12649",3
"12650",3
"12651",3
"12652",3
"12653",3
"12654",3
"12655",3
"12656",3
"12657",3
"12658",3
"12659",3
"12660",3
"12661",3
"12662",3
"12663",3
"12664",3
"12665",3
"12666",3
"12667",3
"12668",3
"12669",3
"12670",3
"12671",3
"12672",3
"12673",3
"12674",3
"12675",3
"12676",3
"12677",3
"12678",3
"12679",3
"12680",3
"12681",3
"12682",3
"12683",3
"12684",3
"12685",3
"12686",3
"12687",3
"12688",3
"12689",3
"12690",3
"12691",3
"12692",3
"12693",3
"12694",3
"12695",3
"12696",3
"12697",3
"12698",3
"12699",3
"12700",3
"12701",3
"12702",3
"12703",3
"12704",3
"12705",3
"12706",3
"12707",3
"12708",3
"12709",3
"12710",3
"12711",3
"12712",3
"12713",3
"12714",3
"12715",3
"12716",3
"12717",3
"12718",3
"12719",3
"12720",3
"12721",3
"12722",3
"12723",3
"12724",3
"12725",3
"12726",3
"12727",3
"12728",3
"12729",3
"12730",3
"12731",3
"12732",3
"12733",3
"12734",3
"12735",3
"12736",3
"12737",3
"12738",3
"12739",3
"12740",3
"12741",3
"12742",3
"12743",3
"12744",3
"12745",3
"12746",3
"12747",3
"12748",3
"12749",3
"12750",3
"12751",3
"12752",3
"12753",3
"12754",3
"12755",3
"12756",3
"12757",3
"12758",3
"12759",3
"12760",3
"12761",3
"12762",3
"12763",3
"12764",3
"12765",3
"12766",3
"12767",3
"12768",3
"12769",3
"12770",3
"12771",3
"12772",3
"12773",3
"12774",3
"12775",3
"12776",3
"12777",3
"12778",3
"12779",3
"12780",3
"12781",3
"12782",3
"12783",3
"12784",3
"12785",3
"12786",3
"12787",3
"12788",3
"12789",3
"12790",3
"12791",3
"12792",3
"12793",3
"12794",3
"12795",3
"12796",3
"12797",3
"12798",3
"12799",3
"12800",3
"12801",3
"12802",3
"12803",3
"12804",3
"12805",3
"12806",3
"12807",3
"12808",3
"12809",3
"12810",3
"12811",3
"12812",3
"12813",3
"12814",3
"12815",3
"12816",3
"12817",3
"12818",3
"12819",3
"12820",3
"12821",3
"12822",3
"12823",3
"12824",3
"12825",3
"12826",3
"12827",3
"12828",3
"12829",3
"12830",3
"12831",3
"12832",3
"12833",3
"12834",3
"12835",3
"12836",3
"12837",3
"12838",3
"12839",3
"12840",3
"12841",3
"12842",3
"12843",3
"12844",3
"12845",3
"12846",3
"12847",3
"12848",3
"12849",3
"12850",3
"12851",3
"12852",3
"12853",3
"12854",3
"12855",3
"12856",3
"12857",3
"12858",3
"12859",3
"12860",3
"12861",3
"12862",3
"12863",3
"12864",3
"12865",3
"12866",3
"12867",3
"12868",3
"12869",3
"12870",3
"12871",3
"12872",3
"12873",3
"12874",3
"12875",3
"12876",3
"12877",3
"12878",3
"12879",3
"12880",3
"12881",3
"12882",3
"12883",3
"12884",3
"12885",3
"12886",3
"12887",3
"12888",3
"12889",3
"12890",3
"12891",3
"12892",3
"12893",3
"12894",3
"12895",3
"12896",3
"12897",3
"12898",3
"12899",3
"12900",3
"12901",3
"12902",3
"12903",3
"12904",3
"12905",3
"12906",3
"12907",3
"12908",3
"12909",3
"12910",3
"12911",3
"12912",3
"12913",3
"12914",3
"12915",3
"12916",3
"12917",3
"12918",3
"12919",3
"12920",3
"12921",3
"12922",3
"12923",3
"12924",3
"12925",3
"12926",3
"12927",3
"12928",3
"12929",3
"12930",3
"12931",3
"12932",3
"12933",3
"12934",3
"12935",3
"12936",3
"12937",3
"12938",3
"12939",3
"12940",3
"12941",3
"12942",3
"12943",3
"12944",3
"12945",3
"12946",3
"12947",3
"12948",3
"12949",3
"12950",3
"12951",3
"12952",3
"12953",3
"12954",3
"12955",3
"12956",3
"12957",3
"12958",3
"12959",3
"12960",3
"12961",3
"12962",3
"12963",3
"12964",3
"12965",3
"12966",3
"12967",3
"12968",3
"12969",3
"12970",3
"12971",3
"12972",3
"12973",3
"12974",3
"12975",3
"12976",3
"12977",3
"12978",3
"12979",3
"12980",3
"12981",3
"12982",3
"12983",3
"12984",3
"12985",3
"12986",3
"12987",3
"12988",3
"12989",3
"12990",3
"12991",3
"12992",3
"12993",3
"12994",3
"12995",3
"12996",3
"12997",3
"12998",3
"12999",3
"13000",3
"13001",3
"13002",3
"13003",3
"13004",3
"13005",3
"13006",3
"13007",3
"13008",3
"13009",3
"13010",3
"13011",3
"13012",3
"13013",3
"13014",3
"13015",3
"13016",3
"13017",3
"13018",3
"13019",3
"13020",3
"13021",3
"13022",3
"13023",3
"13024",3
"13025",3
"13026",3
"13027",3
"13028",3
"13029",3
"13030",3
"13031",3
"13032",3
"13033",3
"13034",3
"13035",3
"13036",3
"13037",3
"13038",3
"13039",3
"13040",3
"13041",3
"13042",3
"13043",3
"13044",3
"13045",3
"13046",3
"13047",3
"13048",3
"13049",3
"13050",3
"13051",3
"13052",3
"13053",3
"13054",3
"13055",3
"13056",3
"13057",3
"13058",3
"13059",3
"13060",3
"13061",3
"13062",3
"13063",3
"13064",3
"13065",3
"13066",3
"13067",3
"13068",3
"13069",3
"13070",3
"13071",3
"13072",3
"13073",3
"13074",3
"13075",3
"13076",3
"13077",3
"13078",3
"13079",3
"13080",3
"13081",3
"13082",3
"13083",3
"13084",3
"13085",3
"13086",3
"13087",3
"13088",3
"13089",3
"13090",3
"13091",3
"13092",3
"13093",3
"13094",3
"13095",3
"13096",3
"13097",3
"13098",3
"13099",3
"13100",3
"13101",3
"13102",3
"13103",3
"13104",3
"13105",3
"13106",3
"13107",3
"13108",3
"13109",3
"13110",3
"13111",3
"13112",3
"13113",3
"13114",3
"13115",3
"13116",3
"13117",3
"13118",3
"13119",3
"13120",3
"13121",3
"13122",3
"13123",3
"13124",3
"13125",3
"13126",3
"13127",3
"13128",3
"13129",3
"13130",3
"13131",3
"13132",3
"13133",3
"13134",3
"13135",3
"13136",3
"13137",3
"13138",3
"13139",3
"13140",2
"13141",2
"13142",2
"13143",2
"13144",2
"13145",2
"13146",2
"13147",2
"13148",2
"13149",2
"13150",2
"13151",2
"13152",2
"13153",2
"13154",2
"13155",2
"13156",2
"13157",2
"13158",2
"13159",2
"13160",2
"13161",2
"13162",2
"13163",2
"13164",2
"13165",2
"13166",2
"13167",2
"13168",2
"13169",2
"13170",2
"13171",2
"13172",2
"13173",2
"13174",2
"13175",2
"13176",2
"13177",2
"13178",2
"13179",2
"13180",2
"13181",2
"13182",2
"13183",2
"13184",2
"13185",2
"13186",2
"13187",2
"13188",2
"13189",2
"13190",2
"13191",2
"13192",2
"13193",2
"13194",2
"13195",2
"13196",2
"13197",2
"13198",2
"13199",2
"13200",2
"13201",2
"13202",2
"13203",2
"13204",2
"13205",2
"13206",2
"13207",2
"13208",2
"13209",2
"13210",2
"13211",2
"13212",2
"13213",2
"13214",2
"13215",2
"13216",2
"13217",2
"13218",2
"13219",2
"13220",2
"13221",2
"13222",2
"13223",2
"13224",2
"13225",2
"13226",2
"13227",2
"13228",2
"13229",2
"13230",2
"13231",2
"13232",2
"13233",2
"13234",2
"13235",2
"13236",2
"13237",2
"13238",2
"13239",2
"13240",2
"13241",2
"13242",2
"13243",2
"13244",2
"13245",2
"13246",2
"13247",2
"13248",2
"13249",2
"13250",2
"13251",2
"13252",2
"13253",2
"13254",2
"13255",2
"13256",2
"13257",2
"13258",2
"13259",2
"13260",2
"13261",2
"13262",2
"13263",2
"13264",2
"13265",2
"13266",2
"13267",2
"13268",2
"13269",2
"13270",2
"13271",2
"13272",2
"13273",2
"13274",2
"13275",2
"13276",2
"13277",2
"13278",2
"13279",2
"13280",2
"13281",2
"13282",2
"13283",2
"13284",2
"13285",2
"13286",2
"13287",2
"13288",2
"13289",2
"13290",2
"13291",2
"13292",2
"13293",2
"13294",2
"13295",2
"13296",2
"13297",2
"13298",2
"13299",2
"13300",2
"13301",2
"13302",2
"13303",2
"13304",2
"13305",2
"13306",2
"13307",2
"13308",2
"13309",2
"13310",2
"13311",2
"13312",2
"13313",2
"13314",2
"13315",2
"13316",2
"13317",2
"13318",2
"13319",2
"13320",2
"13321",2
"13322",2
"13323",2
"13324",2
"13325",2
"13326",2
"13327",2
"13328",2
"13329",2
"13330",2
"13331",2
"13332",2
"13333",2
"13334",2
"13335",2
"13336",2
"13337",2
"13338",2
"13339",2
"13340",2
"13341",2
"13342",2
"13343",2
"13344",2
"13345",2
"13346",2
"13347",2
"13348",2
"13349",2
"13350",2
"13351",2
"13352",2
"13353",2
"13354",2
"13355",2
"13356",2
"13357",2
"13358",2
"13359",2
"13360",2
"13361",2
"13362",2
"13363",2
"13364",2
"13365",2
"13366",2
"13367",2
"13368",2
"13369",2
"13370",2
"13371",2
"13372",2
"13373",2
"13374",2
"13375",2
"13376",2
"13377",2
"13378",2
"13379",2
"13380",2
"13381",2
"13382",2
"13383",2
"13384",2
"13385",2
"13386",2
"13387",2
"13388",2
"13389",2
"13390",2
"13391",2
"13392",2
"13393",2
"13394",2
"13395",2
"13396",2
"13397",2
"13398",2
"13399",2
"13400",2
"13401",2
"13402",2
"13403",2
"13404",2
"13405",2
"13406",2
"13407",2
"13408",2
"13409",2
"13410",2
"13411",2
"13412",2
"13413",2
"13414",2
"13415",2
"13416",2
"13417",2
"13418",2
"13419",2
"13420",2
"13421",2
"13422",2
"13423",2
"13424",2
"13425",2
"13426",2
"13427",2
"13428",2
"13429",2
"13430",2
"13431",2
"13432",2
"13433",2
"13434",2
"13435",2
"13436",2
"13437",2
"13438",2
"13439",2
"13440",2
"13441",2
"13442",2
"13443",2
"13444",2
"13445",2
"13446",2
"13447",2
"13448",2
"13449",2
"13450",2
"13451",2
"13452",2
"13453",2
"13454",2
"13455",2
"13456",2
"13457",2
"13458",2
"13459",2
"13460",2
"13461",2
"13462",2
"13463",2
"13464",2
"13465",2
"13466",2
"13467",2
"13468",2
"13469",2
"13470",2
"13471",2
"13472",2
"13473",2
"13474",2
"13475",2
"13476",2
"13477",2
"13478",2
"13479",2
"13480",2
"13481",2
"13482",2
"13483",2
"13484",2
"13485",2
"13486",2
"13487",2
"13488",2
"13489",2
"13490",2
"13491",2
"13492",2
"13493",2
"13494",2
"13495",2
"13496",2
"13497",2
"13498",2
"13499",2
"13500",2
"13501",2
"13502",2
"13503",2
"13504",2
"13505",2
"13506",2
"13507",2
"13508",2
"13509",2
"13510",2
"13511",2
"13512",2
"13513",2
"13514",2
"13515",2
"13516",2
"13517",2
"13518",2
"13519",2
"13520",2
"13521",2
"13522",2
"13523",2
"13524",2
"13525",2
"13526",2
"13527",2
"13528",2
"13529",2
"13530",2
"13531",2
"13532",2
"13533",2
"13534",2
"13535",2
"13536",2
"13537",2
"13538",2
"13539",2
"13540",2
"13541",2
"13542",2
"13543",2
"13544",2
"13545",2
"13546",2
"13547",2
"13548",2
"13549",2
"13550",2
"13551",2
"13552",2
"13553",2
"13554",2
"13555",2
"13556",2
"13557",2
"13558",2
"13559",2
"13560",2
"13561",2
"13562",2
"13563",2
"13564",2
"13565",2
"13566",2
"13567",2
"13568",2
"13569",2
"13570",2
"13571",2
"13572",2
"13573",2
"13574",2
"13575",2
"13576",2
"13577",2
"13578",2
"13579",2
"13580",2
"13581",2
"13582",2
"13583",2
"13584",2
"13585",2
"13586",2
"13587",2
"13588",2
"13589",2
"13590",2
"13591",2
"13592",2
"13593",2
"13594",2
"13595",2
"13596",2
"13597",2
"13598",2
"13599",2
"13600",2
"13601",2
"13602",2
"13603",2
"13604",2
"13605",2
"13606",2
"13607",2
"13608",2
"13609",2
"13610",2
"13611",2
"13612",2
"13613",2
"13614",2
"13615",2
"13616",2
"13617",2
"13618",2
"13619",2
"13620",2
"13621",2
"13622",2
"13623",2
"13624",2
"13625",2
"13626",2
"13627",2
"13628",2
"13629",2
"13630",2
"13631",2
"13632",2
"13633",2
"13634",2
"13635",2
"13636",2
"13637",2
"13638",2
"13639",2
"13640",2
"13641",2
"13642",2
"13643",2
"13644",2
"13645",2
"13646",2
"13647",2
"13648",2
"13649",2
"13650",2
"13651",2
"13652",2
"13653",2
"13654",2
"13655",2
"13656",2
"13657",2
"13658",2
"13659",2
"13660",2
"13661",2
"13662",2
"13663",2
"13664",2
"13665",2
"13666",2
"13667",2
"13668",2
"13669",2
"13670",2
"13671",2
"13672",2
"13673",2
"13674",2
"13675",2
"13676",2
"13677",2
"13678",2
"13679",2
"13680",2
"13681",2
"13682",2
"13683",2
"13684",2
"13685",2
"13686",2
"13687",2
"13688",2
"13689",2
"13690",2
"13691",2
"13692",2
"13693",2
"13694",2
"13695",2
"13696",2
"13697",2
"13698",2
"13699",2
"13700",2
"13701",2
"13702",2
"13703",2
"13704",2
"13705",2
"13706",2
"13707",2
"13708",2
"13709",2
"13710",2
"13711",2
"13712",2
"13713",2
"13714",2
"13715",2
"13716",2
"13717",2
"13718",2
"13719",2
"13720",2
"13721",2
"13722",2
"13723",2
"13724",2
"13725",2
"13726",2
"13727",2
"13728",2
"13729",2
"13730",2
"13731",2
"13732",2
"13733",2
"13734",2
"13735",2
"13736",2
"13737",2
"13738",2
"13739",2
"13740",2
"13741",2
"13742",2
"13743",2
"13744",2
"13745",2
"13746",2
"13747",2
"13748",2
"13749",2
"13750",2
"13751",2
"13752",2
"13753",2
"13754",2
"13755",2
"13756",2
"13757",2
"13758",2
"13759",2
"13760",2
"13761",2
"13762",2
"13763",2
"13764",2
"13765",2
"13766",2
"13767",2
"13768",2
"13769",2
"13770",2
"13771",2
"13772",2
"13773",2
"13774",2
"13775",2
"13776",2
"13777",2
"13778",2
"13779",2
"13780",2
"13781",2
"13782",2
"13783",2
"13784",2
"13785",2
"13786",2
"13787",2
"13788",2
"13789",2
"13790",2
"13791",2
"13792",2
"13793",2
"13794",2
"13795",2
"13796",2
"13797",2
"13798",2
"13799",2
"13800",2
"13801",2
"13802",2
"13803",2
"13804",2
"13805",2
"13806",2
"13807",2
"13808",2
"13809",2
"13810",2
"13811",2
"13812",2
"13813",2
"13814",2
"13815",2
"13816",2
"13817",2
"13818",2
"13819",2
"13820",2
"13821",2
"13822",2
"13823",2
"13824",2
"13825",2
"13826",2
"13827",2
"13828",2
"13829",2
"13830",2
"13831",2
"13832",2
"13833",2
"13834",2
"13835",2
"13836",2
"13837",2
"13838",2
"13839",2
"13840",2
"13841",2
"13842",2
"13843",2
"13844",2
"13845",2
"13846",2
"13847",2
"13848",2
"13849",2
"13850",2
"13851",2
"13852",2
"13853",2
"13854",2
"13855",2
"13856",2
"13857",2
"13858",2
"13859",2
"13860",2
"13861",2
"13862",2
"13863",2
"13864",2
"13865",2
"13866",2
"13867",2
"13868",2
"13869",2
"13870",2
"13871",2
"13872",2
"13873",2
"13874",2
"13875",2
"13876",2
"13877",2
"13878",2
"13879",2
"13880",2
"13881",2
"13882",2
"13883",2
"13884",2
"13885",2
"13886",2
"13887",2
"13888",2
"13889",2
"13890",2
"13891",2
"13892",2
"13893",2
"13894",2
"13895",2
"13896",2
"13897",2
"13898",2
"13899",2
"13900",2
"13901",2
"13902",2
"13903",2
"13904",2
"13905",2
"13906",2
"13907",2
"13908",2
"13909",2
"13910",2
"13911",2
"13912",2
"13913",2
"13914",2
"13915",2
"13916",2
"13917",2
"13918",2
"13919",2
"13920",2
"13921",2
"13922",2
"13923",2
"13924",2
"13925",2
"13926",2
"13927",2
"13928",2
"13929",2
"13930",2
"13931",2
"13932",2
"13933",2
"13934",2
"13935",2
"13936",2
"13937",2
"13938",2
"13939",2
"13940",2
"13941",2
"13942",2
"13943",2
"13944",2
"13945",2
"13946",2
"13947",2
"13948",2
"13949",2
"13950",2
"13951",2
"13952",2
"13953",2
"13954",2
"13955",2
"13956",2
"13957",2
"13958",2
"13959",2
"13960",2
"13961",2
"13962",2
"13963",2
"13964",2
"13965",2
"13966",2
"13967",2
"13968",2
"13969",2
"13970",2
"13971",2
"13972",2
"13973",2
"13974",2
"13975",2
"13976",2
"13977",2
"13978",2
"13979",2
"13980",2
"13981",2
"13982",2
"13983",2
"13984",2
"13985",2
"13986",2
"13987",2
"13988",2
"13989",2
"13990",2
"13991",2
"13992",2
"13993",2
"13994",2
"13995",2
"13996",2
"13997",2
"13998",2
"13999",2
"14000",2
"14001",2
"14002",2
"14003",2
"14004",2
"14005",2
"14006",2
"14007",2
"14008",2
"14009",2
"14010",2
"14011",2
"14012",2
"14013",2
"14014",2
"14015",2
"14016",2
"14017",2
"14018",2
"14019",2
"14020",2
"14021",2
"14022",2
"14023",2
"14024",2
"14025",2
"14026",2
"14027",2
"14028",2
"14029",2
"14030",2
"14031",2
"14032",2
"14033",2
"14034",2
"14035",2
"14036",2
"14037",2
"14038",2
"14039",2
"14040",2
"14041",2
"14042",2
"14043",2
"14044",2
"14045",2
"14046",2
"14047",2
"14048",2
"14049",2
"14050",2
"14051",2
"14052",2
"14053",2
"14054",2
"14055",2
"14056",2
"14057",2
"14058",2
"14059",2
"14060",2
"14061",2
"14062",2
"14063",2
"14064",2
"14065",2
"14066",2
"14067",2
"14068",2
"14069",2
"14070",2
"14071",2
"14072",2
"14073",2
"14074",2
"14075",2
"14076",2
"14077",2
"14078",2
"14079",2
"14080",2
"14081",2
"14082",2
"14083",2
"14084",2
"14085",2
"14086",2
"14087",2
"14088",2
"14089",2
"14090",2
"14091",2
"14092",2
"14093",2
"14094",2
"14095",2
"14096",2
"14097",2
"14098",2
"14099",2
"14100",2
"14101",2
"14102",2
"14103",2
"14104",2
"14105",2
"14106",2
"14107",2
"14108",2
"14109",2
"14110",2
"14111",2
"14112",2
"14113",2
"14114",2
"14115",2
"14116",2
"14117",2
"14118",2
"14119",2
"14120",2
"14121",2
"14122",2
"14123",2
"14124",2
"14125",2
"14126",2
"14127",2
"14128",2
"14129",2
"14130",2
"14131",2
"14132",2
"14133",2
"14134",2
"14135",2
"14136",2
"14137",2
"14138",2
"14139",2
"14140",2
"14141",2
"14142",2
"14143",2
"14144",2
"14145",2
"14146",2
"14147",2
"14148",2
"14149",2
"14150",2
"14151",2
"14152",2
"14153",2
"14154",2
"14155",2
"14156",2
"14157",2
"14158",2
"14159",2
"14160",2
"14161",2
"14162",2
"14163",2
"14164",2
"14165",2
"14166",2
"14167",2
"14168",2
"14169",2
"14170",2
"14171",2
"14172",2
"14173",2
"14174",2
"14175",2
"14176",2
"14177",2
"14178",2
"14179",2
"14180",2
"14181",2
"14182",2
"14183",2
"14184",2
"14185",2
"14186",2
"14187",2
"14188",2
"14189",2
"14190",2
"14191",2
"14192",2
"14193",2
"14194",2
"14195",2
"14196",2
"14197",2
"14198",2
"14199",2
"14200",2
"14201",2
"14202",2
"14203",2
"14204",2
"14205",2
"14206",2
"14207",2
"14208",2
"14209",2
"14210",2
"14211",2
"14212",2
"14213",2
"14214",2
"14215",2
"14216",2
"14217",2
"14218",2
"14219",2
"14220",2
"14221",2
"14222",2
"14223",2
"14224",2
"14225",2
"14226",2
"14227",2
"14228",2
"14229",2
"14230",2
"14231",2
"14232",2
"14233",2
"14234",2
"14235",2
"14236",2
"14237",2
"14238",2
"14239",2
"14240",2
"14241",2
"14242",2
"14243",2
"14244",2
"14245",2
"14246",2
"14247",2
"14248",2
"14249",2
"14250",2
"14251",2
"14252",2
"14253",2
"14254",2
"14255",2
"14256",2
"14257",2
"14258",2
"14259",2
"14260",2
"14261",2
"14262",2
"14263",2
"14264",2
"14265",2
"14266",2
"14267",2
"14268",2
"14269",2
"14270",2
"14271",2
"14272",2
"14273",2
"14274",2
"14275",2
"14276",2
"14277",2
"14278",2
"14279",2
"14280",2
"14281",2
"14282",2
"14283",2
"14284",2
"14285",2
"14286",2
"14287",2
"14288",2
"14289",2
"14290",2
"14291",2
"14292",2
"14293",2
"14294",2
"14295",2
"14296",2
"14297",2
"14298",2
"14299",2
"14300",2
"14301",2
"14302",2
"14303",2
"14304",2
"14305",2
"14306",2
"14307",2
"14308",2
"14309",2
"14310",2
"14311",2
"14312",2
"14313",2
"14314",2
"14315",2
"14316",2
"14317",2
"14318",2
"14319",2
"14320",2
"14321",2
"14322",2
"14323",2
"14324",2
"14325",2
"14326",2
"14327",2
"14328",2
"14329",2
"14330",2
"14331",2
"14332",2
"14333",2
"14334",2
"14335",2
"14336",2
"14337",2
"14338",2
"14339",2
"14340",2
"14341",2
"14342",2
"14343",2
"14344",2
"14345",2
"14346",2
"14347",2
"14348",2
"14349",2
"14350",2
"14351",2
"14352",2
"14353",2
"14354",2
"14355",2
"14356",2
"14357",2
"14358",2
"14359",2
"14360",2
"14361",2
"14362",2
"14363",2
"14364",2
"14365",2
"14366",2
"14367",2
"14368",2
"14369",2
"14370",2
"14371",2
"14372",2
"14373",2
"14374",2
"14375",2
"14376",2
"14377",2
"14378",2
"14379",2
"14380",2
"14381",2
"14382",2
"14383",2
"14384",2
"14385",2
"14386",2
"14387",2
"14388",2
"14389",2
"14390",2
"14391",2
"14392",2
"14393",2
"14394",2
"14395",2
"14396",2
"14397",2
"14398",2
"14399",2
"14400",2
"14401",2
"14402",2
"14403",2
"14404",2
"14405",2
"14406",2
"14407",2
"14408",2
"14409",2
"14410",2
"14411",2
"14412",2
"14413",2
"14414",2
"14415",2
"14416",2
"14417",2
"14418",2
"14419",2
"14420",2
"14421",2
"14422",2
"14423",2
"14424",2
"14425",2
"14426",2
"14427",2
"14428",2
"14429",2
"14430",2
"14431",2
"14432",2
"14433",2
"14434",2
"14435",2
"14436",2
"14437",2
"14438",2
"14439",2
"14440",2
"14441",2
"14442",2
"14443",2
"14444",2
"14445",2
"14446",2
"14447",2
"14448",2
"14449",2
"14450",2
"14451",2
"14452",2
"14453",2
"14454",2
"14455",2
"14456",2
"14457",2
"14458",2
"14459",2
"14460",2
"14461",2
"14462",2
"14463",2
"14464",2
"14465",2
"14466",2
"14467",2
"14468",2
"14469",2
"14470",2
"14471",2
"14472",2
"14473",2
"14474",2
"14475",2
"14476",2
"14477",2
"14478",2
"14479",2
"14480",2
"14481",2
"14482",2
"14483",2
"14484",2
"14485",2
"14486",2
"14487",2
"14488",2
"14489",2
"14490",2
"14491",2
"14492",2
"14493",2
"14494",2
"14495",2
"14496",2
"14497",2
"14498",2
"14499",2
"14500",2
"14501",2
"14502",2
"14503",2
"14504",2
"14505",2
"14506",2
"14507",2
"14508",2
"14509",2
"14510",2
"14511",2
"14512",2
"14513",2
"14514",2
"14515",2
"14516",2
"14517",2
"14518",2
"14519",2
"14520",2
"14521",2
"14522",2
"14523",2
"14524",2
"14525",2
"14526",2
"14527",2
"14528",2
"14529",2
"14530",2
"14531",2
"14532",2
"14533",2
"14534",2
"14535",2
"14536",2
"14537",2
"14538",2
"14539",2
"14540",2
"14541",2
"14542",2
"14543",2
"14544",2
"14545",2
"14546",2
"14547",2
"14548",2
"14549",2
"14550",2
"14551",2
"14552",2
"14553",2
"14554",2
"14555",2
"14556",2
"14557",2
"14558",2
"14559",2
"14560",2
"14561",2
"14562",2
"14563",2
"14564",2
"14565",2
"14566",2
"14567",2
"14568",2
"14569",2
"14570",2
"14571",2
"14572",2
"14573",2
"14574",2
"14575",2
"14576",2
"14577",2
"14578",2
"14579",2
"14580",2
"14581",2
"14582",2
"14583",2
"14584",2
"14585",2
"14586",2
"14587",2
"14588",2
"14589",2
"14590",2
"14591",2
"14592",2
